image_id,true_cat,base_ypre,focalloss_ypre,mixlabel_ypre
cropped6077.png,5,5,5,5
cropped6141.png,4,1,7,6
cropped6145.png,4,4,6,4
cropped6168.png,1,2,1,1
cropped6194.png,6,3,6,6
cropped6216.png,8,3,7,8
cropped6221.png,8,8,8,8
cropped6227.png,4,1,4,4
cropped6230.png,1,1,1,1
cropped6245.png,8,8,8,8
cropped6262.png,8,3,3,3
cropped6269.png,8,6,8,3
cropped6275.png,4,7,4,4
cropped6292.png,8,5,8,8
cropped6294.png,3,3,3,3
cropped6313.png,3,6,1,6
cropped6336.png,8,8,8,8
cropped6338.png,8,8,8,8
cropped6340.png,8,8,8,8
cropped6367.png,3,3,4,5
cropped6383.png,4,4,4,1
cropped6392.png,7,4,8,4
cropped6411.png,1,6,3,3
cropped6425.png,8,8,3,8
cropped6438.png,4,4,4,4
cropped6439.png,8,8,8,1
cropped6466.png,1,5,1,3
cropped6492.png,7,7,4,4
cropped6495.png,8,8,8,8
cropped6525.png,3,8,3,8
cropped6526.png,8,6,6,6
cropped6530.png,8,3,3,3
cropped6538.png,8,8,8,3
cropped6561.png,5,5,5,5
cropped6566.png,1,4,4,4
cropped6585.png,5,1,5,5
cropped6618.png,3,8,3,8
cropped6662.png,7,6,6,6
cropped6663.png,6,7,6,7
cropped6675.png,5,1,3,2
cropped6734.png,8,8,8,8
cropped6759.png,7,4,4,4
cropped6778.png,8,3,3,3
cropped6780.png,2,3,3,3
cropped6798.png,5,5,5,5
cropped6802.png,1,2,1,3
cropped6824.png,8,3,3,3
cropped6825.png,5,4,4,4
cropped6832.png,4,1,4,4
cropped6833.png,8,6,7,8
cropped6842.png,8,4,4,4
cropped6871.png,4,4,4,4
cropped6925.png,8,8,7,8
cropped6931.png,7,7,7,4
cropped6987.png,7,6,6,7
cropped6994.png,7,3,7,7
cropped7025.png,1,1,1,1
cropped7044.png,8,8,8,8
cropped7099.png,4,7,6,7
cropped7115.png,1,1,1,1
cropped7125.png,1,1,1,1
cropped7160.png,8,8,8,1
cropped7199.png,1,1,1,1
cropped7252.png,4,4,4,4
cropped7276.png,8,3,1,2
cropped7284.png,1,1,1,1
cropped7309.png,1,1,1,1
cropped7310.png,4,5,5,5
cropped7327.png,5,5,5,5
cropped7366.png,1,3,3,1
cropped7368.png,2,2,2,2
cropped7406.png,2,2,2,2
cropped7420.png,4,4,4,4
cropped7436.png,5,4,2,2
cropped7444.png,1,1,1,1
cropped7464.png,3,6,6,6
cropped7475.png,8,8,8,8
cropped7481.png,6,5,4,5
cropped7483.png,7,7,7,7
cropped7508.png,4,7,6,6
cropped7537.png,8,8,8,8
cropped7574.png,7,6,6,6
cropped7608.png,2,2,2,2
cropped7611.png,7,7,7,7
cropped7640.png,8,8,8,8
cropped7685.png,8,8,8,8
cropped7692.png,5,4,5,4
cropped7696.png,4,5,4,4
cropped7712.png,4,6,5,7
cropped7740.png,1,1,1,1
cropped7759.png,8,8,8,8
cropped7770.png,4,4,4,4
cropped7779.png,1,1,1,1
cropped7780.png,1,1,1,1
cropped7823.png,4,4,4,4
cropped7831.png,7,5,5,7
cropped7906.png,7,7,3,6
cropped7924.png,4,3,3,4
cropped7933.png,8,8,8,8
cropped7936.png,2,2,2,2
cropped7953.png,7,7,7,7
cropped7968.png,7,6,6,7
cropped7976.png,4,4,1,4
cropped7997.png,7,4,6,1
cropped8010.png,4,4,6,4
cropped8017.png,7,1,6,3
cropped8031.png,4,6,7,4
cropped8042.png,4,4,4,4
cropped8059.png,8,8,8,2
cropped8079.png,4,4,4,4
cropped8091.png,3,8,6,8
cropped8133.png,3,3,4,3
cropped8164.png,8,8,8,5
cropped8213.png,4,4,1,4
cropped8265.png,4,1,4,4
cropped8268.png,5,1,4,3
cropped8275.png,2,2,2,2
cropped8288.png,4,4,1,4
cropped8336.png,5,5,1,5
cropped8348.png,8,1,1,1
cropped8360.png,5,3,3,5
cropped8387.png,8,3,3,3
cropped8390.png,8,3,6,8
cropped8400.png,4,1,1,1
cropped8408.png,8,8,8,8
cropped8433.png,2,2,2,2
cropped8443.png,1,1,1,1
cropped8446.png,4,5,5,5
cropped8457.png,8,8,8,8
cropped8466.png,1,3,3,3
cropped8467.png,1,6,3,3
cropped8472.png,1,1,1,1
cropped8551.png,8,8,8,8
cropped8554.png,8,8,8,8
cropped8577.png,4,4,4,4
cropped8582.png,1,3,3,3
cropped8583.png,1,5,5,5
cropped8584.png,1,2,5,5
cropped8590.png,4,6,4,5
cropped8621.png,8,3,8,8
cropped8625.png,4,3,6,3
cropped8628.png,7,6,8,3
cropped8650.png,5,3,3,1
cropped8692.png,5,1,4,1
cropped8694.png,4,4,4,4
cropped8728.png,8,3,8,3
cropped8736.png,7,6,4,4
cropped8744.png,7,1,6,4
cropped8759.png,8,8,8,8
cropped8762.png,4,4,4,4
cropped8776.png,1,1,1,1
cropped8805.png,1,1,1,1
cropped8813.png,5,5,5,5
cropped8833.png,2,4,5,5
cropped8869.png,4,7,4,4
cropped8879.png,2,2,5,5
cropped8901.png,4,4,4,5
cropped8914.png,8,8,8,8
cropped8936.png,8,8,8,8
cropped8942.png,7,7,4,4
cropped8956.png,8,3,8,8
cropped8965.png,7,7,7,7
cropped8978.png,8,8,8,8
cropped8988.png,2,5,2,2
cropped8995.png,8,3,3,3
cropped9002.png,6,6,6,6
cropped9024.png,6,6,8,6
cropped9025.png,7,1,1,1
cropped9057.png,1,3,6,1
cropped9062.png,4,4,4,4
cropped9078.png,5,1,3,5
cropped9104.png,6,3,3,3
cropped9105.png,8,8,7,6
cropped9106.png,4,4,4,4
cropped9116.png,6,3,2,5
cropped9121.png,8,8,8,8
cropped9136.png,1,3,3,3
cropped9152.png,5,1,5,5
cropped9156.png,3,1,5,6
cropped9170.png,1,3,1,5
cropped9185.png,3,3,3,1
cropped9187.png,4,1,3,1
cropped9195.png,4,4,4,4
cropped9201.png,4,4,4,4
cropped9215.png,3,6,3,3
cropped9241.png,4,4,4,4
cropped9257.png,1,1,1,1
cropped9268.png,6,4,4,4
cropped9274.png,4,4,4,4
cropped9280.png,1,1,1,1
cropped9285.png,1,1,2,1
cropped9293.png,2,5,3,5
cropped9297.png,2,2,1,2
cropped9314.png,2,2,2,2
cropped9317.png,3,8,8,2
cropped9347.png,1,1,1,1
cropped9357.png,1,2,1,2
cropped9393.png,5,5,5,5
cropped9395.png,6,6,4,8
cropped9405.png,8,3,8,3
cropped9411.png,2,2,2,2
cropped9422.png,1,2,2,2
cropped9426.png,2,2,2,2
cropped9429.png,2,2,2,2
cropped9465.png,3,1,4,4
cropped9481.png,5,3,7,3
cropped9489.png,5,1,3,1
cropped9501.png,8,7,6,7
cropped9534.png,4,3,3,3
cropped9551.png,6,4,6,7
cropped9592.png,5,6,4,6
cropped9632.png,8,5,4,3
cropped9636.png,7,4,6,6
cropped9676.png,4,3,7,5
cropped9684.png,4,6,8,6
cropped9699.png,6,5,5,4
cropped9726.png,8,8,7,8
cropped9736.png,1,1,1,1
cropped9740.png,5,1,6,6
cropped9756.png,1,4,7,4
cropped9777.png,5,5,5,5
cropped9782.png,1,1,1,1
cropped9810.png,1,1,1,1
cropped9831.png,8,8,8,8
cropped9842.png,8,4,3,3
cropped9904.png,7,1,1,1
cropped9909.png,7,7,7,3
cropped9948.png,4,7,5,5
cropped9953.png,4,5,6,5
cropped9987.png,1,1,3,3
cropped9998.png,1,1,1,1
cropped10004.png,1,3,3,1
cropped10055.png,1,8,8,1
cropped10058.png,1,1,1,1
cropped10117.png,4,7,4,7
cropped10131.png,6,6,7,3
cropped10133.png,8,8,8,8
cropped10136.png,8,8,8,8
cropped10159.png,6,6,6,8
cropped10169.png,8,7,3,7
cropped10185.png,4,7,7,7
cropped10190.png,6,7,7,4
cropped10201.png,7,8,3,8
cropped10205.png,6,7,7,6
cropped10207.png,2,2,6,8
cropped10262.png,5,7,5,4
cropped10269.png,7,7,7,7
cropped10297.png,6,8,8,8
cropped10298.png,2,2,2,2
cropped10323.png,8,8,8,8
cropped10331.png,2,2,2,2
cropped10367.png,8,8,8,8
cropped10419.png,4,1,4,4
cropped10428.png,8,8,8,3
cropped10440.png,3,8,3,8
cropped10455.png,4,4,4,4
cropped10489.png,8,8,8,8
cropped10491.png,8,8,8,8
cropped10507.png,7,7,3,7
cropped10510.png,7,7,1,3
cropped10573.png,4,4,4,4
cropped10646.png,8,3,3,3
cropped10680.png,7,3,7,4
cropped10685.png,4,4,4,4
cropped10694.png,4,1,6,1
cropped10742.png,4,1,5,5
cropped10766.png,4,7,7,7
cropped10784.png,4,4,3,4
cropped10816.png,2,2,2,2
cropped10856.png,4,4,4,4
cropped10884.png,6,2,6,2
cropped10899.png,6,4,1,3
cropped10906.png,6,1,1,1
cropped10912.png,3,6,7,3
cropped10916.png,8,2,8,3
cropped10926.png,2,2,2,2
cropped10938.png,2,1,1,1
cropped10946.png,5,5,5,5
cropped10965.png,8,3,3,6
cropped11030.png,7,7,7,7
cropped11052.png,7,4,4,4
cropped11054.png,6,1,6,1
cropped11070.png,8,8,3,8
cropped11071.png,7,4,6,4
cropped11096.png,7,6,1,3
cropped11099.png,7,6,6,6
cropped11114.png,2,2,2,2
cropped11134.png,1,1,1,1
cropped11148.png,3,3,3,2
cropped11158.png,1,1,1,1
cropped11165.png,8,3,7,7
cropped11192.png,8,8,8,8
cropped11202.png,1,6,1,5
cropped11205.png,1,1,1,1
cropped11222.png,8,8,8,8
cropped11257.png,8,1,1,1
cropped11260.png,4,6,6,6
cropped11274.png,8,8,8,8
cropped11281.png,5,5,5,5
cropped11296.png,1,1,1,1
cropped11316.png,1,1,1,1
cropped11317.png,4,6,6,3
cropped11324.png,1,1,1,1
cropped11337.png,1,1,1,1
cropped11367.png,1,1,1,1
cropped11390.png,2,2,2,2
cropped11413.png,1,1,1,1
cropped11417.png,2,5,2,2
cropped11435.png,1,1,1,1
cropped11461.png,1,1,1,1
cropped11471.png,1,2,1,3
cropped11477.png,1,1,1,1
cropped11482.png,1,1,1,1
cropped11484.png,1,1,1,1
cropped11498.png,1,1,1,1
cropped11502.png,8,8,8,8
cropped11506.png,8,5,3,3
cropped11536.png,1,1,1,1
cropped11546.png,4,1,4,4
cropped11612.png,8,8,8,8
cropped11654.png,7,4,1,3
cropped11686.png,7,3,7,3
cropped11688.png,8,8,8,8
cropped11716.png,4,6,5,6
cropped11724.png,7,7,7,7
cropped11725.png,4,4,4,4
cropped11763.png,8,8,8,8
cropped11767.png,3,1,4,1
cropped11797.png,8,3,1,3
cropped11804.png,2,3,2,2
cropped11823.png,3,6,3,3
cropped11828.png,1,1,1,1
cropped11849.png,4,4,4,4
cropped11861.png,8,8,8,8
cropped11877.png,8,8,8,8
cropped11903.png,8,8,8,8
cropped11952.png,1,1,3,1
cropped11960.png,1,3,1,1
cropped11975.png,1,3,1,3
cropped11987.png,6,6,3,6
cropped11997.png,7,6,3,2
cropped12020.png,8,8,8,8
cropped12025.png,3,1,1,1
cropped12031.png,6,3,8,6
cropped12070.png,4,6,1,1
cropped12088.png,4,2,8,8
cropped12093.png,8,6,1,8
cropped12125.png,4,4,4,4
cropped12135.png,4,4,5,4
cropped12142.png,4,6,6,6
cropped12189.png,6,3,6,6
cropped12195.png,4,4,4,4
cropped12203.png,4,4,5,5
cropped12282.png,4,5,4,5
cropped12301.png,7,4,4,4
cropped12354.png,4,4,6,4
cropped12357.png,6,5,6,6
cropped12378.png,3,6,3,3
cropped12393.png,3,8,1,3
cropped12399.png,8,3,2,3
cropped12434.png,1,2,6,6
cropped12441.png,7,8,8,8
cropped12446.png,8,8,8,8
cropped12482.png,2,2,2,2
cropped12511.png,1,1,1,1
cropped12602.png,4,4,5,5
cropped12608.png,4,4,4,4
cropped12619.png,8,8,8,8
cropped12622.png,4,1,4,4
cropped12660.png,7,4,4,4
cropped12706.png,1,1,1,1
cropped12727.png,4,5,5,5
cropped12728.png,4,1,5,6
cropped12748.png,1,1,1,1
cropped12779.png,4,1,1,1
cropped12800.png,1,1,1,1
cropped12820.png,1,1,4,1
cropped12822.png,1,4,4,4
cropped12840.png,4,1,1,1
cropped12843.png,4,6,4,4
cropped12853.png,6,6,6,6
cropped12869.png,4,4,4,4
cropped12913.png,6,6,6,6
cropped12921.png,8,8,8,8
cropped12922.png,8,8,8,8
cropped12930.png,4,3,1,3
cropped12969.png,4,4,4,4
cropped12979.png,5,4,4,4
cropped13015.png,4,4,4,1
cropped13022.png,6,5,6,6
cropped13031.png,4,5,6,5
cropped13051.png,4,5,4,4
cropped13055.png,8,8,8,8
cropped13062.png,4,4,5,6
cropped13068.png,4,8,6,8
cropped13107.png,8,7,3,8
cropped13109.png,8,8,7,8
cropped13122.png,7,4,3,1
cropped13142.png,7,6,8,8
cropped13149.png,7,8,7,7
cropped13152.png,7,6,8,6
cropped13161.png,5,5,5,5
cropped13203.png,4,4,3,4
cropped13211.png,8,8,8,8
cropped13216.png,4,3,7,7
cropped13253.png,8,8,8,8
cropped13297.png,7,6,6,7
cropped13306.png,4,4,4,4
cropped13325.png,4,7,6,7
cropped13332.png,4,4,6,6
cropped13355.png,4,4,4,4
cropped13369.png,7,3,1,3
cropped13429.png,4,6,6,6
cropped13465.png,4,4,4,4
cropped13477.png,1,3,6,7
cropped13524.png,4,5,4,5
cropped13554.png,4,4,4,4
cropped13574.png,3,3,3,3
cropped13597.png,7,4,4,5
cropped13656.png,4,5,4,7
cropped13666.png,4,4,4,4
cropped13669.png,4,3,4,4
cropped13680.png,4,4,4,4
cropped13723.png,4,4,4,4
cropped13729.png,7,8,6,8
cropped13735.png,8,3,8,8
cropped13738.png,7,8,8,8
cropped13811.png,7,7,7,7
cropped13841.png,8,8,8,8
cropped13843.png,1,1,1,1
cropped13853.png,8,8,8,8
cropped13856.png,4,4,4,4
cropped13869.png,1,6,1,6
cropped13886.png,5,5,5,5
cropped13893.png,4,4,4,4
cropped13898.png,5,4,5,4
cropped13901.png,4,4,4,4
cropped13913.png,2,4,2,2
cropped13943.png,4,7,6,7
cropped13983.png,2,2,2,3
cropped13984.png,2,8,1,8
cropped14006.png,7,3,7,3
cropped14018.png,4,3,1,3
cropped14020.png,4,6,4,4
cropped14034.png,7,7,7,7
cropped14035.png,4,3,3,3
cropped14069.png,4,7,4,4
cropped14078.png,4,4,5,4
cropped14136.png,3,1,1,3
cropped14151.png,1,1,1,1
cropped14154.png,6,4,4,1
cropped14169.png,1,1,1,1
cropped14170.png,1,1,1,1
cropped14181.png,8,8,3,7
cropped14187.png,6,6,6,7
cropped14213.png,6,6,6,6
cropped14221.png,3,7,7,7
cropped14229.png,8,8,8,8
cropped14237.png,3,2,6,1
cropped14256.png,4,5,4,4
cropped14259.png,4,4,4,4
cropped14264.png,3,2,2,2
cropped14282.png,4,7,4,7
cropped14293.png,3,6,3,1
cropped14297.png,3,7,4,4
cropped14302.png,4,4,6,4
cropped14307.png,2,2,2,2
cropped14330.png,2,2,3,2
cropped14335.png,2,2,2,2
cropped14358.png,2,5,2,2
cropped14376.png,4,7,5,7
cropped14415.png,4,4,5,4
cropped14420.png,4,5,6,6
cropped14461.png,8,8,8,8
cropped14500.png,1,1,1,1
cropped14549.png,8,8,8,8
cropped14563.png,8,8,8,8
cropped14662.png,4,6,6,1
cropped14689.png,7,3,3,3
cropped14709.png,1,3,1,3
cropped14710.png,8,3,8,3
cropped14716.png,1,5,3,3
cropped14737.png,8,8,3,3
cropped14740.png,8,7,7,7
cropped14756.png,1,3,5,3
cropped14770.png,1,3,3,3
cropped14787.png,8,8,8,8
cropped14799.png,1,1,3,3
cropped14806.png,1,1,1,1
cropped14810.png,8,8,8,8
cropped14846.png,8,8,6,3
cropped14863.png,1,2,2,2
cropped14870.png,1,1,1,1
cropped14910.png,1,1,3,5
cropped14925.png,1,1,3,3
cropped14967.png,8,8,3,8
cropped14972.png,1,5,6,6
cropped15018.png,8,8,8,8
cropped15034.png,4,7,7,6
cropped15057.png,1,1,2,1
cropped15073.png,5,5,4,5
cropped15101.png,3,3,1,1
cropped15104.png,4,7,4,4
cropped15122.png,8,8,8,8
cropped15134.png,3,4,1,3
cropped15237.png,4,7,4,4
cropped15258.png,4,7,6,7
cropped15260.png,4,4,4,4
cropped15272.png,4,7,7,7
cropped15287.png,8,8,8,8
cropped15324.png,4,6,6,6
cropped15339.png,1,8,8,8
cropped15363.png,8,3,8,3
cropped15396.png,7,6,6,3
cropped15408.png,1,1,1,1
cropped15421.png,1,1,1,1
cropped15452.png,8,8,8,8
cropped15456.png,7,7,7,7
cropped15460.png,7,7,4,4
cropped15462.png,7,7,7,7
cropped15470.png,7,6,7,6
cropped15534.png,1,1,1,1
cropped15549.png,4,3,3,3
cropped15570.png,8,3,8,8
cropped15587.png,1,1,1,1
cropped15592.png,8,8,8,8
cropped15602.png,5,2,6,6
cropped15624.png,4,4,4,4
cropped15630.png,4,7,4,4
cropped15676.png,1,4,1,4
cropped15681.png,4,3,5,3
cropped15682.png,1,3,1,3
cropped15685.png,1,3,6,3
cropped15689.png,8,8,8,8
cropped15734.png,8,8,8,8
cropped15767.png,4,8,4,4
cropped15772.png,4,4,4,4
cropped15780.png,1,3,1,3
cropped15785.png,4,3,8,3
cropped15792.png,1,1,8,8
cropped15797.png,4,1,1,4
cropped15798.png,4,6,5,1
cropped15803.png,1,6,4,6
cropped15826.png,2,2,2,2
cropped15846.png,7,4,7,4
cropped15857.png,6,4,4,4
cropped15879.png,4,4,4,4
cropped15891.png,6,7,7,7
cropped15905.png,7,6,6,6
cropped15934.png,2,1,7,1
cropped15935.png,7,4,7,8
cropped15945.png,7,6,7,4
cropped15946.png,3,1,2,2
cropped15952.png,4,5,5,6
cropped15989.png,3,8,1,3
cropped15990.png,8,6,6,6
cropped15994.png,8,8,8,7
cropped16012.png,2,4,5,5
cropped16018.png,7,7,7,7
cropped16029.png,8,8,8,8
cropped16037.png,1,4,4,5
cropped16050.png,4,6,6,6
cropped16093.png,3,1,8,8
cropped16108.png,4,4,4,4
cropped16127.png,8,8,8,8
cropped16138.png,3,3,3,3
cropped16211.png,6,8,8,8
